naselje_maticni_broj,naselje_ime,opstina_ime,pop,stage
719099,НОВИ МИЛАНОВАЦ,КРАГУЈЕВАЦ,350,1
719102,ОПОРНИЦА,КРАГУЈЕВАЦ,630,1
719129,ПАЈАЗИТОВО,КРАГУЈЕВАЦ,172,1
719145,ПОСКУРИЦЕ,КРАГУЈЕВАЦ,502,1
719153,ПРЕКОПЕЧА,КРАГУЈЕВАЦ,91,1
719161,РАМАЋА,КРАГУЈЕВАЦ,255,1
731056,ШАРОЊЕ,НОВИ ПАЗАР,274,1
719170,РЕСНИК,КРАГУЈЕВАЦ,947,1
719188,РОГОЈЕВАЦ,КРАГУЈЕВАЦ,318,1
719200,СТРАГАРИ,КРАГУЈЕВАЦ,661,1
719226,ТРЕШЊЕВАК,КРАГУЈЕВАЦ,5,1
719234,ТРМБАС,КРАГУЈЕВАЦ,537,1
719242,УГЉАРЕВАЦ,КРАГУЈЕВАЦ,110,1
727717,ТУЛАРЕ,МЕДВЕЂА,104,1
727725,ТУПАЛЕ,МЕДВЕЂА,167,1
804584,НОВИ ЖЕДНИК,СУБОТИЦА,1994,1
700363,ЛЕСКОВИЦА,АЛЕКСАНДРОВАЦ,239,1
700371,ЉУБИНЦИ,АЛЕКСАНДРОВАЦ,223,1
700380,МРМОШ,АЛЕКСАНДРОВАЦ,584,1
741795,ПОНИКОВИЦА,УЖИЦЕ,264,1
741809,ПОТОЧАЊЕ,УЖИЦЕ,452,1
741817,ПОТПЕЋЕ,УЖИЦЕ,391,1
741825,РАВНИ,УЖИЦЕ,335,1
741833,РАДУША,УЖИЦЕ,275,1
741841,РИБАШЕВИНА,УЖИЦЕ,291,1
741850,СЕВОЈНО,СЕВОЈНО,6426,2
741868,СКРЖУТИ,УЖИЦЕ,423,1
742317,ГОРЊА ТРНИЦА,ТРГОВИШТЕ,45,1
742325,ГОРЊИ КОЗЈИ ДОЛ,ТРГОВИШТЕ,241,1
742333,ГОРЊИ СТАЈЕВАЦ,ТРГОВИШТЕ,72,1
742341,ДЕЈАНЦЕ,ТРГОВИШТЕ,22,1
742350,ДОЊА ТРНИЦА,ТРГОВИШТЕ,131,1
802000,ЗИМОНИЋ,КАЊИЖА,175,3
742953,МИЛУТОВАЦ,ТРСТЕНИК,1181,1
742961,ОКРУГЛИЦА,ТРСТЕНИК,206,1
742970,ОСАОНИЦА,ТРСТЕНИК,25,1
742988,ОЏАЦИ,ТРСТЕНИК,1104,1
802069,НОВО СЕЛО,КАЊИЖА,96,1
736856,ТРСКА,РАЧА,357,1
736864,БАДАЊ,РАШКА,31,1
738417,СТРИЖИЛО,ЈАГОДИНА,225,1
719579,ДРАЖИНИЋЕ,КРАЉЕВО,54,1
804622,ХАЈДУКОВО,СУБОТИЦА,1854,1
734845,КРУШЕВО,ПРИЈЕПОЉЕ,17,1
705764,УЗВЕЋЕ,БОГАТИЋ,878,1
705772,ЦРНА БАРА,БОГАТИЋ,1579,1
705799,БОЈНИК,БОЈНИК,3087,1
705802,БОРИНЦЕ,БОЈНИК,14,1
705829,БРЕСТОВАЦ,БОЈНИК,236,1
705837,ВУЈАНОВО,БОЈНИК,14,1
712752,НОВО СЕЛО,ГАЏИН ХАН,20,1
712779,ОВСИЊИНАЦ,ГАЏИН ХАН,84,1
712906,ВИНЦИ,ГОЛУБАЦ,354,1
741744,МОКРА ГОРА,УЖИЦЕ,393,1
741779,ПАЊАК,УЖИЦЕ,43,1
741787,ПЕАР,УЖИЦЕ,259,1
734853,КУЧИН,ПРИЈЕПОЉЕ,97,1
803405,ЛАУДОНОВАЦ,ПЛАНДИШТЕ,10,1
803065,БАНАТСКО НОВО СЕЛО,ПАНЧЕВО,5806,1
719587,ДРАКЧИЋИ,КРАЉЕВО,544,1
713023,МАЛЕШЕВО,ГОЛУБАЦ,184,1
713058,ПОНИКВЕ,ГОЛУБАЦ,53,1
713074,СЛАДИНАЦ,ГОЛУБАЦ,121,1
713104,УСИЈЕ,ГОЛУБАЦ,274,1
733318,ЈЕЛЕН ДО,ПОЖЕГА,76,1
733377,МАЂЕР,ПОЖЕГА,77,1
719633,ЗАМЧАЊЕ,КРАЉЕВО,12,1
733466,ПРИЛИПАЦ,ПОЖЕГА,247,1
735388,БОГУЈЕВАЦ,ПРОКУПЉЕ,6,1
718173,ДОЊА ПОЛОШНИЦА,КОСЈЕРИЋ,73,1
718190,ДУБНИЦА,КОСЈЕРИЋ,77,1
718203,КОСЈЕРИЋ (ВАРОШ),КОСЈЕРИЋ,3723,1
718211,КОСЈЕРИЋ (СЕЛО),КОСЈЕРИЋ,811,1
718220,МАКОВИШТЕ,КОСЈЕРИЋ,543,1
718238,МИОНИЦА,КОСЈЕРИЋ,112,1
718246,МРЧИЋИ,КОСЈЕРИЋ,194,1
718254,МУШИЋИ,КОСЈЕРИЋ,232,1
718262,ПАРАМУН,КОСЈЕРИЋ,60,1
718289,РАДАНОВЦИ,КОСЈЕРИЋ,274,1
718297,РОСИЋИ,КОСЈЕРИЋ,158,1
718319,РУДА БУКВА,КОСЈЕРИЋ,83,1
718327,СЕЧА РЕКА,КОСЈЕРИЋ,554,1
802026,МАЛЕ ПИЈАЦЕ,КАЊИЖА,1412,1
801470,ЧЕСТЕРЕГ,ЖИТИШТЕ,879,1
718343,СТОЈИЋИ,КОСЈЕРИЋ,59,1
718378,ЦИКОТЕ,КОСЈЕРИЋ,182,1
718386,ШЕВРЉУГЕ,КОСЈЕРИЋ,242,1
721280,МАЧКОВАЦ,КРУШЕВАЦ,932,1
724297,ДУШАНОВО,ЛЕСКОВАЦ,104,1
731013,ХОТКОВО,НОВИ ПАЗАР,326,1
731048,ШАВЦИ,НОВИ ПАЗАР,341,1
731064,ШТИТАРЕ,НОВИ ПАЗАР,30,1
731072,БАСТАВ,ОСЕЧИНА,357,1
731099,БЕЛОТИЋ,ОСЕЧИНА,415,1
731102,БРАТАЧИЋ,ОСЕЧИНА,186,1
718980,КРАГУЈЕВАЦ,КРАГУЈЕВАЦ,146315,1
718998,КУТЛОВО,КРАГУЈЕВАЦ,222,1
719005,ЛУЖНИЦЕ,КРАГУЈЕВАЦ,803,1
719013,ЉУБИЧЕВАЦ,КРАГУЈЕВАЦ,20,1
719021,МАЛА ВРБИЦА,КРАГУЈЕВАЦ,199,1
719048,МАЛИ ШЕЊ,КРАГУЈЕВАЦ,72,1
719056,МАРШИЋ,КРАГУЈЕВАЦ,268,1
743968,ПРУЖАЊ,ТУТИН,134,1
739901,ПОДА,СЈЕНИЦА,3,1
719641,ЗАСАД,КРАЉЕВО,64,1
704563,БАРИЧ,ОБРЕНОВАЦ,6610,1
704571,БЕЛО ПОЉЕ,ОБРЕНОВАЦ,1921,1
704644,ДРЕН,ОБРЕНОВАЦ,937,1
704890,КОВИЛОВО,ПАЛИЛУЛА (БЕОГРАД),760,1
733768,ИЛИНЦЕ,ПРЕШЕВО,103,1
726460,ШУТЦИ,ЉИГ,435,1
740071,ТРИЈЕБИНЕ,СЈЕНИЦА,336,1
740080,ТУЗИЊЕ,СЈЕНИЦА,114,1
743984,РАДУША,ТУТИН,75,1
744026,РУДНИЦА,ТУТИН,87,1
804967,БИКИЋ ДО,ШИД,199,1
744034,РУЂА,ТУТИН,53,1
744042,САШ,ТУТИН,22,1
744506,БАЊАНИ,УБ,962,1
744514,БОГДАНОВИЦА,УБ,289,1
744522,БРГУЛЕ,УБ,935,1
744549,БРЕЗОВИЦА,УБ,507,1
744557,ВРЕЛО,УБ,1207,1
744565,ВРХОВИНЕ,УБ,354,1
744573,ВУКОНА,УБ,183,1
744581,ГВОЗДЕНОВИЋ,УБ,314,1
744590,ГУЊЕВАЦ,УБ,523,1
744603,ДОКМИР,УБ,336,1
744611,ЗВИЗДАР,УБ,390,1
744620,ЈОШЕВА,УБ,359,1
744638,КАЛЕНИЋ,УБ,552,1
744646,КАЛИНОВАЦ,УБ,350,1
802042,МАРТОНОШ,КАЊИЖА,1429,1
716391,РАВНА ГОРА,ИВАЊИЦА,67,1
716405,РАДАЉЕВО,ИВАЊИЦА,825,1
716413,РОВИНЕ,ИВАЊИЦА,45,1
716421,РОКЦИ,ИВАЊИЦА,305,1
716430,СВЕШТИЦА,ИВАЊИЦА,1241,1
716448,СИВЧИНА,ИВАЊИЦА,105,1
716456,СМИЉЕВАЦ,ИВАЊИЦА,66,1
716464,ЧЕЧИНА,ИВАЊИЦА,72,1
716472,ШАРЕНИК,ИВАЊИЦА,341,1
716499,ШУМЕ,ИВАЊИЦА,1175,1
716502,БРЗА ПАЛАНКА,КЛАДОВО,646,1
741680,КОТРОМАН,УЖИЦЕ,66,1
729680,БОЖЕТИЋИ,НОВА ВАРОШ,233,1
729698,БРДО,НОВА ВАРОШ,306,1
729701,БУКОВИК,НОВА ВАРОШ,178,1
729710,БУРАЂА,НОВА ВАРОШ,133,1
729728,ВИЛОВИ,НОВА ВАРОШ,275,1
729736,ВРАНЕША,НОВА ВАРОШ,303,1
729744,ГОРЊА БЕЛА РЕКА,НОВА ВАРОШ,106,1
729752,ГОРЊЕ ТРУДОВО,НОВА ВАРОШ,37,1
724718,НЕСВРТА,ЛЕСКОВАЦ,20,1
721689,БАБИЦА,КУРШУМЛИЈА,26,1
746746,КУЛИЧ,СМЕДЕРЕВО,229,1
725200,БАШЧЕЛУЦИ,ЛОЗНИЦА,786,1
719650,ЈАРЧУЈАК,КРАЉЕВО,706,1
741698,КРВАВЦИ,УЖИЦЕ,234,1
741701,КРЕМНА,УЖИЦЕ,452,1
742996,ПАЈСАК,ТРСТЕНИК,45,1
743003,ПЛАНИНИЦА,ТРСТЕНИК,126,1
743011,ПОЉНА,ТРСТЕНИК,834,1
743020,ПОПИНА,ТРСТЕНИК,287,1
803464,ХАЈДУЧИЦА,ПЛАНДИШТЕ,829,1
801593,ЛАЗАРЕВО,ЗРЕЊАНИН,2231,1
804843,ВРБИЦА,ЧОКА,141,1
802093,ТРЕШЊЕВАЦ,КАЊИЖА,1433,1
803766,ЈАША ТОМИЋ,СЕЧАЊ,1889,1
804878,ПАДЕЈ,ЧОКА,1716,1
804886,САНАД,ЧОКА,906,1
804916,АДАШЕВЦИ,ШИД,1566,1
804924,БАТРОВЦИ,ШИД,201,1
802948,БАЧКИ БРЕСТОВАЦ,ОЏАЦИ,2196,1
710881,ЗЛАТИЋЕВО,ВЛАСОТИНЦЕ,54,1
710890,ЈАВОРЈЕ,ВЛАСОТИНЦЕ,0,1
710903,ЈАКОВЉЕВО,ВЛАСОТИНЦЕ,199,1
710911,ЈАСТРЕБАЦ,ВЛАСОТИНЦЕ,333,1
804932,БАЧИНЦИ,ШИД,990,1
803901,ДОРОСЛОВО,СОМБОР,1084,1
706833,КАРАМАНИЦА,БОСИЛЕГРАД,14,1
706841,МИЛЕВЦИ,БОСИЛЕГРАД,49,1
706850,МЛЕКОМИНЦИ,БОСИЛЕГРАД,65,1
706868,МУСУЉ,БОСИЛЕГРАД,36,1
804959,БЕРКАСОВО,ШИД,983,1
803367,ВЕЛИКИ ГАЈ,ПЛАНДИШТЕ,412,1
804789,КУЦУРА,ВРБАС,3952,1
705594,ЧУНГУЛА,БЛАЦЕ,231,1
705608,ЧУЧАЛЕ,БЛАЦЕ,131,1
705616,ЏЕПНИЦА,БЛАЦЕ,150,1
705624,ШИЉОМАНА,БЛАЦЕ,58,1
705632,БАДОВИНЦИ,БОГАТИЋ,4077,1
708097,ПРИБОВЦЕ,БУЈАНОВАЦ,370,1
708119,РАВНО БУЧЈЕ,БУЈАНОВАЦ,268,1
708127,РАКОВАЦ,БУЈАНОВАЦ,1063,1
804975,БИНГУЛА,ШИД,561,1
804983,ВАШИЦА,ШИД,1211,1
803375,ДУЖИНЕ,ПЛАНДИШТЕ,85,1
804991,ВИШЊИЋЕВО,ШИД,1398,1
707163,ГРАДАЦ,БРУС,79,1
707333,КНЕЖЕВО,БРУС,34,1
707341,КОБИЉЕ,БРУС,340,1
707350,КОВИЗЛЕ,БРУС,24,1
707368,КОВИОЦИ,БРУС,80,1
707376,КОЧИНЕ,БРУС,78,1
707384,КРИВА РЕКА,БРУС,300,1
719684,КОВАНЛУК,КРАЉЕВО,2033,1
707180,ДОМИШЕВИНА,БРУС,40,1
707317,ИГРОШ,БРУС,435,1
719480,ГЛЕДИЋ,КРАЉЕВО,198,1
718360,ТУБИЋИ,КОСЈЕРИЋ,396,1
734110,ЈЕЛАЧА,ПРИБОЈ,109,1
732915,БРЕЖАНЕ,ПОЖАРЕВАЦ,709,1
738271,МЕЂУРЕЧ,ЈАГОДИНА,359,1
738387,СЛАТИНА,ЈАГОДИНА,110,1
740799,ВРБОВАЦ,СОКОБАЊА,375,1
720925,ДОЊИ СТЕПОШ,КРУШЕВАЦ,465,1
720933,ЂУНИС,КРУШЕВАЦ,565,1
720941,ЖАБАРЕ,КРУШЕВАЦ,251,1
720950,ЗДРАВИЊЕ,КРУШЕВАЦ,574,1
709662,ПОЖЕЖЕНО,ВЕЛИКО ГРАДИШТЕ,517,1
738409,СТАРО СЕЛО,ЈАГОДИНА,30,1
734900,МИЈОСКА,ПРИЈЕПОЉЕ,747,1
710393,ЛЕБЕТ,ВЛАДИЧИН ХАН,32,1
715301,ДРЖАНОВАЦ,ЖИТОРАЂА,739,1
715310,ДУБОВО,ЖИТОРАЂА,251,1
730084,БРЕСТОВО,НОВИ ПАЗАР,3,1
719692,КОВАЧИ,КРАЉЕВО,1159,1
738859,ЂУРИНАЦ,СВРЉИГ,135,1
738867,ЖЕЉЕВО,СВРЉИГ,37,1
738875,ИЗВОР,СВРЉИГ,183,1
716529,ВАЈУГА,КЛАДОВО,325,1
716537,ВЕЛЕСНИЦА,КЛАДОВО,257,1
716545,ВЕЛИКА ВРБИЦА,КЛАДОВО,586,1
716553,ВЕЛИКА КАМЕНИЦА,КЛАДОВО,661,1
741671,КЕСЕРОВИНА,УЖИЦЕ,345,1
804495,БИКОВО,СУБОТИЦА,1291,1
742368,ДОЊИ КОЗЈИ ДОЛ,ТРГОВИШТЕ,65,1
742902,МАЛА ДРЕНОВА,ТРСТЕНИК,443,1
709778,БЕЛОТИЋ,ВЛАДИМИРЦИ,391,1
730882,СЕБЕЧЕВО,НОВИ ПАЗАР,681,1
730904,СИТНИЧЕ,НОВИ ПАЗАР,908,1
707198,ДОЊЕ ЛЕВИЋЕ,БРУС,46,1
707201,ДОЊИ ЛИПОВАЦ,БРУС,88,1
707210,ДРЕНОВА,БРУС,52,1
707228,ДРТЕВЦИ,БРУС,34,1
707244,ЂЕРЕКАРЕ,БРУС,10,1
705438,МАЛА ДРАГУША,БЛАЦЕ,103,1
740136,УШАК,СЈЕНИЦА,5,1
740144,ФИЈУЉ,СЈЕНИЦА,109,1
740152,ЦАРИЧИНА,СЈЕНИЦА,14,1
740179,ЦЕТАНОВИЋЕ,СЈЕНИЦА,311,1
740187,ЦРВСКО,СЈЕНИЦА,71,1
740195,ЦРЧЕВО,СЈЕНИЦА,48,1
740209,ЧЕДОВО,СЈЕНИЦА,45,1
740217,ЧИПАЉЕ,СЈЕНИЦА,87,1
740225,ЧИТЛУК,СЈЕНИЦА,146,1
720321,БАЊЕВАЦ,КРУПАЊ,411,1
720330,БЕЛА ЦРКВА,КРУПАЊ,496,1
737321,ПАВЛИЦА,РАШКА,83,1
737330,ПАНОЈЕВИЋЕ,РАШКА,138,1
737348,ПИСКАЊА,РАШКА,363,1
730092,ВАРЕВО,НОВИ ПАЗАР,786,1
710920,КОЗИЛО,ВЛАСОТИНЦЕ,2,1
710938,КОМАРИЦА,ВЛАСОТИНЦЕ,72,1
710946,КОНОПНИЦА,ВЛАСОТИНЦЕ,685,1
735345,БЕЛИ КАМЕН,ПРОКУПЉЕ,14,1
735353,БЕЛОГОШ,ПРОКУПЉЕ,40,1
735361,БЕЛОЉИН,ПРОКУПЉЕ,399,1
735370,БЕРИЉЕ,ПРОКУПЉЕ,621,1
803103,ЈАБУКА,ПАНЧЕВО,5650,1
730106,ВЕВЕР,НОВИ ПАЗАР,19,1
721832,ГРАБОВНИЦА,КУРШУМЛИЈА,119,1
800350,МЛАДЕНОВО,БАЧКА ПАЛАНКА,2108,1
736325,СТАРО СЕЛО,ПРОКУПЉЕ,11,1
740233,ШАРЕ,СЈЕНИЦА,58,1
740241,ШТАВАЉ,СЈЕНИЦА,197,1
740314,ВУЧАК,СМЕДЕРЕВО,1751,1
723169,СТРМОВО,ЛАЈКОВАЦ,260,1
723177,ЋЕЛИЈЕ,ЛАЈКОВАЦ,625,1
723185,БАЧЕВИНА,ЛЕБАНЕ,68,1
723193,БОШЊАЦЕ,ЛЕБАНЕ,1319,1
723207,БУВЦЕ,ЛЕБАНЕ,34,1
723215,ВЕЛИКО ВОЈЛОВЦЕ,ЛЕБАНЕ,215,1
723223,ГЕГЉА,ЛЕБАНЕ,149,1
803162,БРЕСТАЧ,ПЕЋИНЦИ,869,1
723231,ГОЛИ РИД,ЛЕБАНЕ,32,1
723274,ДРВОДЕЉ,ЛЕБАНЕ,20,1
723282,ЖДЕГЛОВО,ЛЕБАНЕ,513,1
735035,ПОТКРШ,ПРИЈЕПОЉЕ,70,1
746207,ДУВАНИШТЕ,ШАБАЦ,457,1
803863,БАЧКИ БРЕГ,СОМБОР,769,1
800872,ЧЕШКО СЕЛО,БЕЛА ЦРКВА,26,1
804746,ШАЈКАШ,ТИТЕЛ,4004,1
804797,РАВНО СЕЛО,ВРБАС,2701,1
804819,САВИНО СЕЛО,ВРБАС,2562,1
801038,ВАТИН,ВРШАЦ,148,1
736384,ШЕВИШ,ПРОКУПЉЕ,11,1
723967,ГОРЊА КУПИНОВИЦА,ЛЕСКОВАЦ,76,1
723975,ГОРЊА ЛОКОШНИЦА,ЛЕСКОВАЦ,69,1
721506,СРЊЕ,КРУШЕВАЦ,650,1
721514,СТАНЦИ,КРУШЕВАЦ,239,1
721522,СУВАЈА,КРУШЕВАЦ,266,1
721549,СУШИЦА,КРУШЕВАЦ,629,1
721557,ТЕКИЈА,КРУШЕВАЦ,773,1
721565,ТРЕБОТИН,КРУШЕВАЦ,487,1
721573,ТРМЧАРЕ,КРУШЕВАЦ,562,1
721581,ЋЕЛИЈЕ,КРУШЕВАЦ,205,1
721590,ЦЕРОВА,КРУШЕВАЦ,299,1
721603,ЦРКВИНА,КРУШЕВАЦ,150,1
721611,ЧИТЛУК,КРУШЕВАЦ,2770,1
724831,ПЕЧЕЊЕВЦЕ,ЛЕСКОВАЦ,1203,1
721620,ШАВРАНЕ,КРУШЕВАЦ,587,1
729124,ДОЊА ТРНАВА,ЦРВЕНИ КРСТ,508,2
729132,ДОЊЕ ВЛАСЕ,ПАЛИЛУЛА (НИШ),214,2
729426,ПАЉИНА,ЦРВЕНИ КРСТ,178,2
729434,ПАСИ ПОЉАНА,ПАЛИЛУЛА (НИШ),2948,2
729442,ПАСЈАЧА,ПАНТЕЛЕЈ,128,2
729469,ПОПОВАЦ,ЦРВЕНИ КРСТ,2650,2
729477,ПРВА КУТИНА,НИШКА БАЊА,908,2
729485,ПРОСЕК,НИШКА БАЊА,551,2
729493,РАВНИ ДО,НИШКА БАЊА,29,2
729507,РАДИКИНА БАРА,НИШКА БАЊА,47,2
745987,РИЂАГЕ,ЧАЧАК,152,1
722057,КОЊУВА,КУРШУМЛИЈА,88,1
722065,КОСМАЧА,КУРШУМЛИЈА,39,1
722073,КРТОК,КУРШУМЛИЈА,10,1
722081,КРЧМАРЕ,КУРШУМЛИЈА,66,1
722090,КУПИНОВО,КУРШУМЛИЈА,17,1
722103,КУРШУМЛИЈА,КУРШУМЛИЈА,11765,1
722111,КУРШУМЛИЈСКА БАЊА,КУРШУМЛИЈА,57,1
801046,ВЕЛИКО СРЕДИШТЕ,ВРШАЦ,1092,1
734357,ЧИТЛУК,ПРИБОЈ,937,1
701203,ПОРОДИН,АЛЕКСИНАЦ,69,1
701211,ПРЕКОНОЗИ,АЛЕКСИНАЦ,64,1
701220,ПРЋИЛОВИЦА,АЛЕКСИНАЦ,2191,1
701238,ПРУГОВАЦ,АЛЕКСИНАЦ,135,1
701246,РАДЕВЦЕ,АЛЕКСИНАЦ,351,1
804827,ВРБАС,ВРБАС,20892,1
705403,КРИВАЈА,БЛАЦЕ,98,1
705411,КУТЛОВАЦ,БЛАЦЕ,99,1
734381,БАРЕ,ПРИЈЕПОЉЕ,5,1
800503,ГОРЊА РОГАТИЦА,БАЧКА ТОПОЛА,298,1
701122,ЛУЖАНЕ,АЛЕКСИНАЦ,651,1
701149,ЉУПТЕН,АЛЕКСИНАЦ,183,1
701157,МАЛИ ДРЕНОВАЦ,АЛЕКСИНАЦ,102,1
701165,МОЗГОВО,АЛЕКСИНАЦ,1059,1
701173,МОРАВАЦ,АЛЕКСИНАЦ,1499,1
701181,МОРАВСКИ БУЈМИР,АЛЕКСИНАЦ,124,1
701190,НОЗРИНА,АЛЕКСИНАЦ,651,1
705446,МЕЂУХАНА,БЛАЦЕ,110,1
710784,ГРАДИШТЕ,ВЛАСОТИНЦЕ,105,1
710792,ГУЊЕТИНА,ВЛАСОТИНЦЕ,25,1
710806,ДАДИНЦЕ,ВЛАСОТИНЦЕ,98,1
710814,ДОБРОВИШ,ВЛАСОТИНЦЕ,19,1
721069,КОМОРАНЕ,КРУШЕВАЦ,107,1
721085,КОШЕВИ,КРУШЕВАЦ,315,1
721140,ЛИПОВАЦ,КРУШЕВАЦ,378,1
721182,МАЈДЕВО,КРУШЕВАЦ,326,1
721263,МАЛО ГОЛОВОДЕ,КРУШЕВАЦ,2423,1
726940,БУДИШИЋ,МАЛИ ЗВОРНИК,205,1
726958,ВЕЛИКА РЕКА,МАЛИ ЗВОРНИК,266,1
726966,ВОЉЕВЦИ,МАЛИ ЗВОРНИК,534,1
726974,ДОЊА БОРИНА,МАЛИ ЗВОРНИК,1320,1
726982,ДОЊА ТРЕШЊИЦА,МАЛИ ЗВОРНИК,450,1
727008,МАЛИ ЗВОРНИК,МАЛИ ЗВОРНИК,4297,1
727016,РАДАЉ,МАЛИ ЗВОРНИК,1821,1
728624,МАЛАЈНИЦА,НЕГОТИН,339,1
702269,НАШУШКОВИЦА,БАБУШНИЦА,86,1
702277,ОСТАТОВИЦА,БАБУШНИЦА,18,1
730378,ИЗБИЦЕ,НОВИ ПАЗАР,1886,1
730386,ЈАБЛАНИЦА,НОВИ ПАЗАР,7,1
719706,КОНАРЕВО,КРАЉЕВО,3344,1
725226,БРЕЗЈАК,ЛОЗНИЦА,96,1
737178,КОПАОНИК,РАШКА,59,1
737186,КОРЛАЋЕ,РАШКА,311,1
727024,САКАР,МАЛИ ЗВОРНИК,488,1
727032,ЦУЛИНЕ,МАЛИ ЗВОРНИК,239,1
727059,ЧИТЛУК,МАЛИ ЗВОРНИК,153,1
707325,ИРИЧИЋИ,БРУС,19,1
707813,ЖБЕВАЦ,БУЈАНОВАЦ,570,1
707821,ЖУЖЕЉИЦА,БУЈАНОВАЦ,176,1
707830,ЗАРБИНЦЕ,БУЈАНОВАЦ,450,1
707848,ЈАБЛАНИЦА,БУЈАНОВАЦ,81,1
743593,ЕРВЕНИЦЕ,ТУТИН,42,1
734705,ИЗБИЧАЊ,ПРИЈЕПОЉЕ,28,1
802778,ВЕТЕРНИК,НОВИ САД,18849,1
730483,КРУШЕВО,НОВИ ПАЗАР,401,1
730491,КУЗМИЧЕВО,НОВИ ПАЗАР,70,1
707503,РАДУЊЕ,БРУС,43,1
707511,РАЗБОЈНА,БРУС,333,1
707520,РИБАРИ,БРУС,245,1
707538,СТАНУЛОВИЋЕ,БРУС,10,1
707546,СТРОЈИНЦИ,БРУС,336,1
743771,ЛУКАВИЦА,ТУТИН,610,1
722294,МРЧА,КУРШУМЛИЈА,32,1
722308,НЕВАДА,КУРШУМЛИЈА,5,1
722391,ПЉАКОВО,КУРШУМЛИЈА,51,1
703818,РИТОПЕК,ГРОЦКА,2669,1
703826,УМЧАРИ,ГРОЦКА,2293,1
724599,МАЛА ГРАБОВНИЦА,ЛЕСКОВАЦ,211,1
707554,СУДИМЉА,БРУС,18,1
730777,ПОСТЕЊЕ,НОВИ ПАЗАР,4232,1
730785,ПРЋЕНОВА,НОВИ ПАЗАР,184,1
707589,ЧОКОТАР,БРУС,15,1
801291,ШУШАРА,ВРШАЦ,247,1
722570,ТАЧЕВАЦ,КУРШУМЛИЈА,0,1
722588,ТИЈОВАЦ,КУРШУМЛИЈА,57,1
722596,ТМАВА,КУРШУМЛИЈА,74,1
720291,ЧИБУКОВАЦ,КРАЉЕВО,1250,1
720313,ШУМАРИЦЕ,КРАЉЕВО,435,1
737933,БУКОВЧЕ,ЈАГОДИНА,834,1
737941,БУНАР,ЈАГОДИНА,343,1
737950,ВИНОРАЧА,ЈАГОДИНА,1084,1
738905,ЛАЛИНАЦ,СВРЉИГ,192,1
738913,ЛОЗАН,СВРЉИГ,74,1
738921,ЛУКОВО,СВРЉИГ,64,1
738930,МАНОЈЛИЦА,СВРЉИГ,96,1
738948,МЕРЏЕЛАТ,СВРЉИГ,85,1
737313,ОРАХОВО,РАШКА,8,1
737356,ПЛАВКОВО,РАШКА,56,1
737399,ПОКРВЕНИК,РАШКА,0,1
801577,КЛЕК,ЗРЕЊАНИН,2237,1
737470,СЕБИМИЉЕ,РАШКА,37,1
741108,ВЛАСИНА РИД,СУРДУЛИЦА,100,1
741116,ВЛАСИНА СТОЈКОВИЋЕВА,СУРДУЛИЦА,104,1
741124,ВУЧАДЕЛЦЕ,СУРДУЛИЦА,2,1
741132,ГОРЊЕ РОМАНОВЦЕ,СУРДУЛИЦА,9,1
741159,ГРОЗНАТОВЦИ,СУРДУЛИЦА,6,1
741167,ДАЊИНО СЕЛО,СУРДУЛИЦА,52,1
741175,ДИКАВА,СУРДУЛИЦА,73,1
741183,ДОЊЕ РОМАНОВЦЕ,СУРДУЛИЦА,382,1
736902,БЕЛО ПОЉЕ,РАШКА,10,1
802255,КОВАЧИЦА,КОВАЧИЦА,5398,1
735574,ГОРЊА РЕЧИЦА,ПРОКУПЉЕ,74,1
735582,ГОРЊА СТРАЖАВА,ПРОКУПЉЕ,584,1
735604,ГОРЊА ТОПОНИЦА,ПРОКУПЉЕ,40,1
735612,ГОРЊА ТРНАВА,ПРОКУПЉЕ,225,1
741191,ДРАЈИНЦИ,СУРДУЛИЦА,28,1
741205,ДУГИ ДЕЛ,СУРДУЛИЦА,10,1
741213,ДУГОЈНИЦА,СУРДУЛИЦА,201,1
741221,ЗАГУЖАЊЕ,СУРДУЛИЦА,925,1
800376,НОВА ГАЈДОБРА,БАЧКА ПАЛАНКА,1016,1
725510,КРАЈИШНИЦИ,ЛОЗНИЦА,850,1
720755,ВЕЛИКО КРУШИНЦЕ,КРУШЕВАЦ,64,1
732109,БЕРИЛОВАЦ,ПИРОТ,1660,1
719919,МЛАНЧА,КРАЉЕВО,107,1
719927,МРСАЋ,КРАЉЕВО,1123,1
737496,СУПЊЕ,РАШКА,4053,1
737500,ТИОЏЕ,РАШКА,23,1
737518,ТРНАВА,РАШКА,168,1
737526,ЦРНА ГЛАВА,РАШКА,103,1
737542,БАРЕ,РЕКОВАЦ,50,1
737569,БЕЛУШИЋ,РЕКОВАЦ,588,1
737577,БЕОЧИЋ,РЕКОВАЦ,288,1
737585,БОГАЛИНАЦ,РЕКОВАЦ,78,1
737593,БРАЈНОВАЦ,РЕКОВАЦ,155,1
737607,ВЕЛИКА КРУШЕВИЦА,РЕКОВАЦ,178,1
737615,ВУКМАНОВАЦ,РЕКОВАЦ,265,1
737623,ДОБРОСЕЛИЦА,РЕКОВАЦ,2,1
737631,ДРАГОВО,РЕКОВАЦ,679,1
717673,КРЕНТА,КЊАЖЕВАЦ,36,1
717681,ЛЕПЕНА,КЊАЖЕВАЦ,75,1
